model_name= generate_cfg_from_synthese_file_Wscaled_aj
 --------------------------
  List of all combinations 
 --------------------------
#   id                Dnu          epsilon  delta0l_percent              HNR        a1ovGamma   Gamma_at_numax               a2               a3               a4               a5               a6        beta_asym                i
0001789               70              0.5               -5                5          0.17379                1                0                0                0                0                0                0           64.448
0001790               70              0.5               -5                5          0.82905                1                0                0                0                0                0                0           77.399
0001791               70              0.5               -5                5          0.76974                1                0                0                0                0                0                0           40.223
0001792               70              0.5               -5                5          0.54214                1                0                0                0                0                0                0           48.709
0001793               70              0.5               -5                5          0.24994                1                0                0                0                0                0                0           23.614
0001794               70              0.5               -5                5          0.14737                1                0                0                0                0                0                0           53.128
0001795               70              0.5               -5                5          0.58892                1                0                0                0                0                0                0           5.8995
0001796               70              0.5               -5                5          0.55421                1                0                0                0                0                0                0           9.1096
0001797               70              0.5               -5                5           0.2036                1                0                0                0                0                0                0           69.061
0001798               70              0.5               -5                5          0.64895                1                0                0                0                0                0                0           86.012
0001799               70              0.5               -5                5           0.9897                1                0                0                0                0                0                0            89.95
0001800               70              0.5               -5                5          0.95781                1                0                0                0                0                0                0           30.715
0001801               70              0.5               -5                5          0.60631                1                0                0                0                0                0                0           32.679
0001802               70              0.5               -5                5          0.14685                1                0                0                0                0                0                0            74.47
0001803               70              0.5               -5                5          0.58268                1                0                0                0                0                0                0           83.176
0001804               70              0.5               -5                5          0.78298                1                0                0                0                0                0                0           51.699
0001805               70              0.5               -5                5          0.51228                1                0                0                0                0                0                0           85.662
0001806               70              0.5               -5                5            0.387                1                0                0                0                0                0                0           57.219
0001807               70              0.5               -5                5          0.90401                1                0                0                0                0                0                0           4.1573
0001808               70              0.5               -5                5          0.65988                1                0                0                0                0                0                0           26.418
0001809               70              0.5               -5                5          0.37306                1                0                0                0                0                0                0           36.669
0001810               70              0.5               -5                5          0.31096                1                0                0                0                0                0                0           40.349
0001811               70              0.5               -5                5          0.91871                1                0                0                0                0                0                0           63.041
0001812               70              0.5               -5                5         0.054624                1                0                0                0                0                0                0           46.886
0001813               70              0.5               -5                5          0.81075                1                0                0                0                0                0                0           16.608
0001814               70              0.5               -5                5          0.64532                1                0                0                0                0                0                0           63.198
0001815               70              0.5               -5                5          0.09587                1                0                0                0                0                0                0           77.291
0001816               70              0.5               -5                5          0.42151                1                0                0                0                0                0                0           83.695
0001817               70              0.5               -5                5          0.81754                1                0                0                0                0                0                0            69.36
0001818               70              0.5               -5                5          0.87508                1                0                0                0                0                0                0           87.018
0001819               70              0.5               -5                5          0.44365                1                0                0                0                0                0                0             21.5
0001820               70              0.5               -5                5          0.60677                1                0                0                0                0                0                0           2.5452
0001821               70              0.5               -5                5          0.48944                1                0                0                0                0                0                0           82.878
0001822               70              0.5               -5                5          0.16662                1                0                0                0                0                0                0           67.043
0001823               70              0.5               -5                5          0.31602                1                0                0                0                0                0                0           57.748
0001824               70              0.5               -5                5          0.20818                1                0                0                0                0                0                0           20.746
0001825               70              0.5               -5                5          0.44392                1                0                0                0                0                0                0           37.538
0001826               70              0.5               -5                5          0.32209                1                0                0                0                0                0                0           80.695
0001827               70              0.5               -5                5          0.98749                1                0                0                0                0                0                0           63.322
0001828               70              0.5               -5                5          0.10166                1                0                0                0                0                0                0           56.366
0001829               70              0.5               -5                5         0.076227                1                0                0                0                0                0                0           89.826
0001830               70              0.5               -5                5          0.69203                1                0                0                0                0                0                0           20.131
0001831               70              0.5               -5                5          0.86374                1                0                0                0                0                0                0            19.33
0001832               70              0.5               -5                5         0.058717                1                0                0                0                0                0                0           6.6029
0001833               70              0.5               -5                5          0.53101                1                0                0                0                0                0                0           38.037
0001834               70              0.5               -5                5          0.21385                1                0                0                0                0                0                0           80.294
0001835               70              0.5               -5                5          0.92674                1                0                0                0                0                0                0           17.757
0001836               70              0.5               -5                5          0.12869                1                0                0                0                0                0                0           27.242
0001837               70              0.5               -5                5          0.84678                1                0                0                0                0                0                0           71.016
0001838               70              0.5               -5                5          0.81052                1                0                0                0                0                0                0            3.654
0001839               70              0.5               -5                5          0.20188                1                0                0                0                0                0                0           18.405
0001840               70              0.5               -5                5          0.14866                1                0                0                0                0                0                0           22.762
0001841               70              0.5               -5                5          0.80754                1                0                0                0                0                0                0           54.062
0001842               70              0.5               -5                5          0.49783                1                0                0                0                0                0                0           36.016
0001843               70              0.5               -5                5          0.68194                1                0                0                0                0                0                0           84.971
0001844               70              0.5               -5                5         0.052052                1                0                0                0                0                0                0           80.094
0001845               70              0.5               -5                5          0.40156                1                0                0                0                0                0                0           81.102
0001846               70              0.5               -5                5         0.021527                1                0                0                0                0                0                0           62.932
0001847               70              0.5               -5                5          0.77428                1                0                0                0                0                0                0           83.484
0001848               70              0.5               -5                5          0.28882                1                0                0                0                0                0                0           38.228
0001849               70              0.5               -5                5          0.93332                1                0                0                0                0                0                0           78.601
0001850               70              0.5               -5                5          0.70346                1                0                0                0                0                0                0           70.424
0001851               70              0.5               -5                5           0.6828                1                0                0                0                0                0                0           36.899
0001852               70              0.5               -5                5           0.1449                1                0                0                0                0                0                0           8.3948
0001853               70              0.5               -5                5          0.82588                1                0                0                0                0                0                0           35.272
0001854               70              0.5               -5                5          0.33837                1                0                0                0                0                0                0           81.351
0001855               70              0.5               -5                5          0.79234                1                0                0                0                0                0                0           29.853
0001856               70              0.5               -5                5          0.10804                1                0                0                0                0                0                0            78.42
0001857               70              0.5               -5                5           0.5947                1                0                0                0                0                0                0           11.963
0001858               70              0.5               -5                5             0.89                1                0                0                0                0                0                0           18.337
0001859               70              0.5               -5                5           0.6367                1                0                0                0                0                0                0           10.236
0001860               70              0.5               -5                5           0.3583                1                0                0                0                0                0                0           79.588
0001861               70              0.5               -5                5          0.82314                1                0                0                0                0                0                0            87.52
0001862               70              0.5               -5                5          0.91592                1                0                0                0                0                0                0           87.224
0001863               70              0.5               -5                5          0.47821                1                0                0                0                0                0                0           74.081
0001864               70              0.5               -5                5          0.23136                1                0                0                0                0                0                0           18.327
0001865               70              0.5               -5                5          0.13703                1                0                0                0                0                0                0           88.445
0001866               70              0.5               -5                5          0.68206                1                0                0                0                0                0                0           21.904
0001867               70              0.5               -5                5          0.33869                1                0                0                0                0                0                0           71.764
0001868               70              0.5               -5                5         0.094441                1                0                0                0                0                0                0           57.422
0001869               70              0.5               -5                5          0.81498                1                0                0                0                0                0                0           18.329
0001870               70              0.5               -5                5          0.22742                1                0                0                0                0                0                0           66.769
0001871               70              0.5               -5                5         0.077577                1                0                0                0                0                0                0           4.9608
0001872               70              0.5               -5                5          0.43086                1                0                0                0                0                0                0            62.89
0001873               70              0.5               -5                5          0.38444                1                0                0                0                0                0                0           13.011
0001874               70              0.5               -5                5          0.97584                1                0                0                0                0                0                0           75.557
0001875               70              0.5               -5                5          0.40003                1                0                0                0                0                0                0           65.467
0001876               70              0.5               -5                5          0.14052                1                0                0                0                0                0                0           78.904
0001877               70              0.5               -5                5          0.23238                1                0                0                0                0                0                0           15.413
0001878               70              0.5               -5                5           0.1401                1                0                0                0                0                0                0           59.219
0001879               70              0.5               -5                5          0.72348                1                0                0                0                0                0                0           46.451
0001880               70              0.5               -5                5          0.94185                1                0                0                0                0                0                0           8.4982
0001881               70              0.5               -5                5           0.8905                1                0                0                0                0                0                0            59.93
0001882               70              0.5               -5                5          0.63699                1                0                0                0                0                0                0           24.865
0001883               70              0.5               -5                5          0.21707                1                0                0                0                0                0                0           21.754
0001884               70              0.5               -5                5          0.46306                1                0                0                0                0                0                0           43.311
0001885               70              0.5               -5                5          0.26884                1                0                0                0                0                0                0           31.195
0001886               70              0.5               -5                5         0.038803                1                0                0                0                0                0                0           66.603
0001887               70              0.5               -5                5          0.18673                1                0                0                0                0                0                0           58.905
0001888               70              0.5               -5                5          0.56984                1                0                0                0                0                0                0           34.802
0001889               70              0.5               -5                5         0.071374                1                0                0                0                0                0                0            2.973
0001890               70              0.5               -5                5          0.61433                1                0                0                0                0                0                0           64.196
0001891               70              0.5               -5                5          0.71934                1                0                0                0                0                0                0           14.605
0001892               70              0.5               -5                5          0.84286                1                0                0                0                0                0                0           77.754
0001893               70              0.5               -5                5          0.50132                1                0                0                0                0                0                0           55.501
0001894               70              0.5               -5                5         0.025831                1                0                0                0                0                0                0           61.318
0001895               70              0.5               -5                5          0.19226                1                0                0                0                0                0                0           33.683
0001896               70              0.5               -5                5         0.025003                1                0                0                0                0                0                0           3.2901
0001897               70              0.5               -5                5          0.91088                1                0                0                0                0                0                0           28.989
0001898               70              0.5               -5                5          0.32796                1                0                0                0                0                0                0           62.154
0001899               70              0.5               -5                5          0.29555                1                0                0                0                0                0                0           23.759
0001900               70              0.5               -5                5          0.87044                1                0                0                0                0                0                0           50.296
0001901               70              0.5               -5                5          0.86435                1                0                0                0                0                0                0           89.764
0001902               70              0.5               -5                5          0.52351                1                0                0                0                0                0                0           77.199
0001903               70              0.5               -5                5          0.67369                1                0                0                0                0                0                0           69.981
0001904               70              0.5               -5                5          0.19561                1                0                0                0                0                0                0           87.443
0001905               70              0.5               -5                5          0.23068                1                0                0                0                0                0                0           17.542
0001906               70              0.5               -5                5          0.56804                1                0                0                0                0                0                0           43.665
0001907               70              0.5               -5                5          0.18314                1                0                0                0                0                0                0            0.105
0001908               70              0.5               -5                5          0.51761                1                0                0                0                0                0                0           11.161
0001909               70              0.5               -5                5          0.23254                1                0                0                0                0                0                0           9.2577
0001910               70              0.5               -5                5          0.85885                1                0                0                0                0                0                0           84.631
0001911               70              0.5               -5                5          0.59625                1                0                0                0                0                0                0           67.473
0001912               70              0.5               -5                5          0.39837                1                0                0                0                0                0                0           84.399
0001913               70              0.5               -5                5          0.82595                1                0                0                0                0                0                0           7.6588
0001914               70              0.5               -5                5          0.50041                1                0                0                0                0                0                0           6.9304
0001915               70              0.5               -5                5          0.41065                1                0                0                0                0                0                0           83.477
0001916               70              0.5               -5                5          0.53418                1                0                0                0                0                0                0           49.212
0001917               70              0.5               -5                5          0.99821                1                0                0                0                0                0                0           54.214
0001918               70              0.5               -5                5          0.66436                1                0                0                0                0                0                0            3.622
0001919               70              0.5               -5                5          0.85969                1                0                0                0                0                0                0           18.261
0001920               70              0.5               -5                5          0.90227                1                0                0                0                0                0                0           80.448
0001921               70              0.5               -5                5          0.78461                1                0                0                0                0                0                0           61.719
0001922               70              0.5               -5                5          0.17669                1                0                0                0                0                0                0           72.726
0001923               70              0.5               -5                5          0.92358                1                0                0                0                0                0                0           71.744
0001924               70              0.5               -5                5          0.96497                1                0                0                0                0                0                0           86.232
0001925               70              0.5               -5                5          0.91861                1                0                0                0                0                0                0           49.257
0001926               70              0.5               -5                5          0.54392                1                0                0                0                0                0                0           39.551
0001927               70              0.5               -5                5          0.60602                1                0                0                0                0                0                0           22.952
0001928               70              0.5               -5                5          0.61759                1                0                0                0                0                0                0           17.917
0001929               70              0.5               -5                5          0.28633                1                0                0                0                0                0                0           51.791
0001930               70              0.5               -5                5          0.12795                1                0                0                0                0                0                0           8.4529
0001931               70              0.5               -5                5          0.82358                1                0                0                0                0                0                0           87.374
0001932               70              0.5               -5                5          0.66195                1                0                0                0                0                0                0            26.23
0001933               70              0.5               -5                5          0.61118                1                0                0                0                0                0                0           11.356
0001934               70              0.5               -5                5          0.38757                1                0                0                0                0                0                0           77.458
0001935               70              0.5               -5                5         0.013604                1                0                0                0                0                0                0           21.473
0001936               70              0.5               -5                5          0.25355                1                0                0                0                0                0                0           44.745
0001937               70              0.5               -5                5           0.6849                1                0                0                0                0                0                0           22.968
0001938               70              0.5               -5                5          0.85296                1                0                0                0                0                0                0           19.309
0001939               70              0.5               -5                5          0.99757                1                0                0                0                0                0                0           88.613
0001940               70              0.5               -5                5          0.91276                1                0                0                0                0                0                0           85.561
0001941               70              0.5               -5                5          0.54864                1                0                0                0                0                0                0           39.889
0001942               70              0.5               -5                5          0.72677                1                0                0                0                0                0                0           1.6536
0001943               70              0.5               -5                5         0.090114                1                0                0                0                0                0                0           83.728
0001944               70              0.5               -5                5          0.38111                1                0                0                0                0                0                0           53.099
0001945               70              0.5               -5                5         0.041477                1                0                0                0                0                0                0           35.638
0001946               70              0.5               -5                5          0.67346                1                0                0                0                0                0                0           79.089
0001947               70              0.5               -5                5          0.43831                1                0                0                0                0                0                0           41.993
0001948               70              0.5               -5                5          0.93782                1                0                0                0                0                0                0            55.03
0001949               70              0.5               -5                5          0.92246                1                0                0                0                0                0                0           23.261
0001950               70              0.5               -5                5          0.26428                1                0                0                0                0                0                0            77.51
0001951               70              0.5               -5                5          0.26267                1                0                0                0                0                0                0           34.463
0001952               70              0.5               -5                5          0.76664                1                0                0                0                0                0                0           1.4771
0001953               70              0.5               -5                5          0.21849                1                0                0                0                0                0                0           52.487
0001954               70              0.5               -5                5          0.59718                1                0                0                0                0                0                0           10.923
0001955               70              0.5               -5                5          0.51141                1                0                0                0                0                0                0           6.8095
0001956               70              0.5               -5                5           0.5651                1                0                0                0                0                0                0           27.987
0001957               70              0.5               -5                5          0.40057                1                0                0                0                0                0                0           44.913
0001958               70              0.5               -5                5          0.64447                1                0                0                0                0                0                0           72.308
0001959               70              0.5               -5                5          0.14572                1                0                0                0                0                0                0           82.943
0001960               70              0.5               -5                5           0.4227                1                0                0                0                0                0                0           42.717
0001961               70              0.5               -5                5          0.36151                1                0                0                0                0                0                0           77.409
0001962               70              0.5               -5                5          0.51056                1                0                0                0                0                0                0           6.5848
0001963               70              0.5               -5                5          0.60734                1                0                0                0                0                0                0           28.216
0001964               70              0.5               -5                5          0.95343                1                0                0                0                0                0                0           47.321
0001965               70              0.5               -5                5          0.94266                1                0                0                0                0                0                0           22.861
0001966               70              0.5               -5                5           0.6054                1                0                0                0                0                0                0             39.9
0001967               70              0.5               -5                5          0.83258                1                0                0                0                0                0                0           79.219
0001968               70              0.5               -5                5          0.36362                1                0                0                0                0                0                0           19.086
0001969               70              0.5               -5                5          0.26069                1                0                0                0                0                0                0           69.059
0001970               70              0.5               -5                5          0.86432                1                0                0                0                0                0                0            9.994
0001971               70              0.5               -5                5           0.9887                1                0                0                0                0                0                0           38.512
0001972               70              0.5               -5                5          0.55298                1                0                0                0                0                0                0           7.8019
0001973               70              0.5               -5                5          0.83016                1                0                0                0                0                0                0            26.95
0001974               70              0.5               -5                5          0.46322                1                0                0                0                0                0                0           44.569
0001975               70              0.5               -5                5           0.5818                1                0                0                0                0                0                0           15.765
0001976               70              0.5               -5                5         0.034647                1                0                0                0                0                0                0           45.856
0001977               70              0.5               -5                5          0.65669                1                0                0                0                0                0                0           17.399
0001978               70              0.5               -5                5          0.20853                1                0                0                0                0                0                0           33.829
0001979               70              0.5               -5                5         0.070277                1                0                0                0                0                0                0           76.025
0001980               70              0.5               -5                5          0.21812                1                0                0                0                0                0                0           71.148
0001981               70              0.5               -5                5          0.35898                1                0                0                0                0                0                0            13.15
0001982               70              0.5               -5                5          0.59432                1                0                0                0                0                0                0           29.183
0001983               70              0.5               -5                5           0.1984                1                0                0                0                0                0                0           19.472
0001984               70              0.5               -5                5          0.17309                1                0                0                0                0                0                0           41.526
0001985               70              0.5               -5                5          0.73475                1                0                0                0                0                0                0            42.71
